Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4561_2278312.jpg?v=1688503789,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/7925_2278309.jpg?v=1688503791,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5395_2278309.jpg?v=1688503792,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5392_2278303.jpg?v=1688503793,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/7994_2278301.jpg?v=1688503795,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6149_2278307.jpg?v=1688503796,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1779_2278298.jpg?v=1688503798,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/8517_2278305.jpg?v=1688503799,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/7515_2278307.jpg?v=1688503801,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1468_2278305.jpg?v=1688503803,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1128_2278303.jpg?v=1688503804,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4452_2278296.jpg?v=1688503806,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/719_2278301.jpg?v=1688503807,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/8259_2278293.jpg?v=1688503809,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/512_2278298.jpg?v=1688503810,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6549_2278303.jpg?v=1688503811,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5592_2278296.jpg?v=1688503813,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/3279_2278291.jpg?v=1688503815,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4620_2278293.jpg?v=1688503817,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6351_2278289.jpg?v=1688503818,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/3827_2278301.jpg?v=1688503819,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1548_2278286.jpg?v=1688503820,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6294_2278291.jpg?v=1688503821,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/3022_2278284.jpg?v=1688503823,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/7510_2278298.jpg?v=1688503824,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/7461_2278289.jpg?v=1688503825,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9340_2278281.jpg?v=1688503827,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6629_2278286.jpg?v=1688503828,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5276_2278279.jpg?v=1688503830,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/6484_2278284.jpg?v=1688503831,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/8867_2278296.jpg?v=1688503832,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/3135_2278276.jpg?v=1688503834,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4517_2278281.jpg?v=1688503835,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4256_2278293.jpg?v=1688503836,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9433_2278273.jpg?v=1688503837,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/8058_2278291.jpg?v=1688503839,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/651_2278270.jpg?v=1688503840,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9668_2278279.jpg?v=1688503841,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5234_2278289.jpg?v=1688503844,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/992_2278268.jpg?v=1688503845,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/104_2278276.jpg?v=1688503846,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/331_2278273.jpg?v=1688503848,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/801_2278286.jpg?v=1688503849,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1025_2278265.jpg?v=1688503850,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9795_2278270.jpg?v=1688503852,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4810_2278261.jpg?v=1688503853,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4677_2278268.jpg?v=1688503855,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/777_2278251.jpg?v=1688503856,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9149_2278284.jpg?v=1688503857,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/2980_2278265.jpg?v=1688503859,147,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5268_2278261.jpg?v=1688503862,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/2189_2278281.jpg?v=1688503863,149,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4502_2278279.jpg?v=1688503865,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/4111_2278251.jpg?v=1688503867,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/9518_2278276.jpg?v=1688503873,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/1542_2278273.jpg?v=1688503878,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5160_2278270.jpg?v=1688503881,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/2672_2278268.jpg?v=1688503886,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/8650_2278265.jpg?v=1688503890,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/709_2278261.jpg?v=1688503892,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
nordic-light-luxury-sofa-for-apartments-simple-modern-design,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0781/7671/5035/files/5345_2278251.jpg?v=1688503897,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
